unique_studio_types,acousticness_studio,valence_studio,tempo_live,duration_live,instrumentalness_live,difference_acousticness,match,track_preview_url_live,difference_liveness,track_id.x,artist_name_live,speechiness_live,dance_studio,acousticness_live,live_art_large,energy_live,popularity_index,tempo_studio,difference_instrumentalness,track_name_live,difference_valence,studio_art_large,difference_duration,combined,track_name_short,valence_live,album_name_live,track_name_studio,artist_name_studio,album_name_studio,track_id.y,difference_dance,liveness_live,speechiness_studio,track_preview_url_studio,dance_live,livemarker.x,difference_speechiness,difference_tempo,livemarker.y,duration_studio,liveness_studio,difference_energy,instrumentalness_studio,energy_studio,track_key,overall_difference,key_variable
2,0.843,0.116,146.66,392000,0.114,-0.182,1,https://p.scdn.co/mp3-preview/ce132cd7cd25eaa04aabc72bf4ed53d0c8f12604?cid=57a57fe2e5b44b2bab703613bb86725e,0.459,2fjkHcdf2ZJNrmHSe4LCtH,Phish,0.0293,0.318,0.661,https://i.scdn.co/image/ab67616d0000b273e9de911b165a04d267209ba4,0.67,6.0,150.774,-0.064,Fast Enough For You,0.072,https://i.scdn.co/image/ab67616d0000b2739be03e4775eb30fa164bc8aa,83067,PhishFast Enough For You,fastenoughforyou,0.188,"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Fast Enough For You,Phish,At The Roxy (Atlanta ' 93),7LFRMm4ASdp1SNk3Mt1nQQ,0.026,0.837,0.0276,https://p.scdn.co/mp3-preview/546a1649ef2fec7d7c15f05d9114b31354b6003a?cid=57a57fe2e5b44b2bab703613bb86725e,0.344,studio,0.0017,-4.114,live,308933,0.378,0.23,0.178,0.44,2fjkHcdf2ZJNrmHSe4LCtH7LFRMm4ASdp1SNk3Mt1nQQ,0.5757000000000001,difference_energy
