speechiness_studio,energy_studio,track_name_short,acousticness_live,valence_studio,difference_instrumentalness,track_name_studio,instrumentalness_studio,duration_live,difference_energy,live_art_large,instrumentalness_live,album_name_live,difference_speechiness,livemarker.x,dance_studio,dance_live,tempo_studio,popularity_index,difference_valence,energy_live,combined,liveness_studio,tempo_live,difference_liveness,liveness_live,difference_acousticness,speechiness_live,valence_live,artist_name_live,studio_art_large,acousticness_studio,duration_studio,unique_studio_types,track_preview_url_live,track_preview_url_studio,track_name_live,difference_duration,livemarker.y,album_name_studio,match,track_id.y,difference_dance,track_id.x,artist_name_studio,difference_tempo,track_key,difference_overall,key_variable
0.0824,0.93,stay,0.271,0.615,0.001,Stay (Wasting Time),3.13e-06,411520,0.047,https://i.scdn.co/image/ab67616d0000b273ac96054a58840b13e9ef7389,0.001,Live Trax Vol. 1: Centrum Centre,-0.0216,studio,0.538,0.314,108.573,,-0.119,0.977,,0.122,102.965,0.781,0.903,0.1717,0.0608,0.496,Dave Matthews Band,https://i.scdn.co/image/ab67616d0000b2732d8c8757a57dc7b7c3bcdb87,0.0993,335226,1,https://p.scdn.co/mp3-preview/055ce6d4447b15da55aaa345e71f570b79c9bfc6?cid=57a57fe2e5b44b2bab703613bb86725e,https://p.scdn.co/mp3-preview/4b7ce7dee4b511772558db591928a62fbe0aac3e?cid=57a57fe2e5b44b2bab703613bb86725e,Stay (Wasting Time) - Live,76294,live,Before These Crowded Streets,1,5mKwhTmbrQpXvfV8hnmuQC,-0.224,2prt7Yn1NheVqcNcpoplSp,Dave Matthews Band,-5.608,2prt7Yn1NheVqcNcpoplSp5mKwhTmbrQpXvfV8hnmuQC,0.5842999999999999,difference_acousticness
