album_name_studio,livemarker.y,track_preview_url_studio,artist_name_studio,duration_live,popularity_index,difference_valence,track_name_short,combined,livemarker.x,artist_name_live,speechiness_studio,instrumentalness_live,tempo_studio,energy_live,duration_studio,difference_speechiness,speechiness_live,difference_tempo,energy_studio,track_name_studio,acousticness_live,track_id.y,difference_dance,difference_instrumentalness,liveness_studio,studio_art_large,track_id.x,match,album_name_live,track_name_live,difference_acousticness,valence_live,valence_studio,unique_studio_types,difference_energy,instrumentalness_studio,dance_studio,live_art_large,dance_live,tempo_live,difference_liveness,liveness_live,difference_duration,track_preview_url_live,acousticness_studio,track_key,difference_overall,key_variable
Workingman's Dead: The Angel's Share,live,https://p.scdn.co/mp3-preview/1d5dbdc62c32a6a101d12db8699fc6ef4030eb81?cid=57a57fe2e5b44b2bab703613bb86725e,Grateful Dead,447733,9.0,-0.251,blackpeter,Grateful DeadBlack Peter (Breakdown 4) - Not Slated,studio,Grateful Dead,0.048400000000000006,0.0018000000000000002,68.203,0.0558,282833,-0.0099,0.0385,4.008,0.191,Black Peter (Breakdown 4) - Not Slated,0.777,1YAYmyNISNk9KmhdzhwikG,0.178,-0.5602,0.14100000000000001,https://i.scdn.co/image/ab67616d0000b273a75b22f1e6996c445957863c,2qCPIK6rHFY6N4RfIlFFVX,1,"History of the Grateful Dead, Vol. 1 (Bear's Choice)","Black Peter - Live at the Fillmore West, San Francisco, 1970; 2001 Remaster",0.028,0.222,0.47300000000000003,2,-0.13520000000000001,0.562,0.436,https://i.scdn.co/image/ab67616d0000b273d2519993a537df3660ba6193,0.614,72.211,0.601,0.742,164900,https://p.scdn.co/mp3-preview/73eacd602dc222002268292f7ff2c22c50a2df96?cid=57a57fe2e5b44b2bab703613bb86725e,0.749,2qCPIK6rHFY6N4RfIlFFVX1YAYmyNISNk9KmhdzhwikG,1.1623,difference_dance
