album_name_studio,livemarker.y,track_preview_url_studio,artist_name_studio,duration_live,popularity_index,difference_valence,track_name_short,combined,livemarker.x,artist_name_live,speechiness_studio,instrumentalness_live,tempo_studio,energy_live,duration_studio,difference_speechiness,speechiness_live,difference_tempo,energy_studio,track_name_studio,acousticness_live,track_id.y,difference_dance,difference_instrumentalness,liveness_studio,studio_art_large,track_id.x,match,album_name_live,track_name_live,difference_acousticness,valence_live,valence_studio,unique_studio_types,difference_energy,instrumentalness_studio,dance_studio,live_art_large,dance_live,tempo_live,difference_liveness,liveness_live,difference_duration,track_preview_url_live,acousticness_studio,track_key,difference_overall,key_variable
Laku tshoni'langa,live,https://p.scdn.co/mp3-preview/1e091dda0d477c1dff254094eb952d9e1ff207f8?cid=57a57fe2e5b44b2bab703613bb86725e,Miriam Makeba,297906,1.0,0.242,kilimanjaro,Miriam MakebaKilimanjaro - Hunting Song And Boot Dance,studio,Miriam Makeba,0.0722,0.0146,141.287,0.484,169146,0.0868,0.159,-32.415,0.74,Kilimanjaro - Hunting Song And Boot Dance,0.222,19EwSLny73rrUuoFjMQETl,0.219,-0.0789,0.0779,https://i.scdn.co/image/ab67616d0000b273216a76442bfcd9bc1f3c445a,5lghXLfUemRPqwVYyHSiRz,1,"Live At Rosie's, The 2004 North Sea Jazz Festival, Cape Town",Kilimanjaro - Live,-0.123,0.708,0.466,35,-0.256,0.0935,0.41300000000000003,https://i.scdn.co/image/ab67616d0000b2731dd710f03be25587d8056c59,0.632,108.872,0.1121,0.19,128760,https://p.scdn.co/mp3-preview/3821412a1b7d5dc2cb3c40940580eb63d42042e3?cid=57a57fe2e5b44b2bab703613bb86725e,0.34500000000000003,5lghXLfUemRPqwVYyHSiRz19EwSLny73rrUuoFjMQETl,1.0057,difference_valence
