track_preview_url_studio,album_name_live,combined,difference_instrumentalness,speechiness_studio,energy_studio,artist_name_live,livemarker.y,dance_live,instrumentalness_live,difference_tempo,difference_valence,is_contained,livemarker.x,studio_art_large,cleaned,acousticness_studio,match,track_preview_url_live,difference_energy,track_id.x,live_art_large,energy_live,duration_live,track_id.y,artist_name_studio,dance_studio,difference_dance,difference_liveness,difference_speechiness,unique_studio_types,valence_studio,speechiness_live,difference_acousticness,track_name_short,track_name_studio,valence_live,tempo_live,duration_studio,acousticness_live,instrumentalness_studio,liveness_studio,difference_duration,album_name_studio,tempo_studio,popularity_index,track_name_live,liveness_live,track_key,song_count_x,song_count_y,difference_overall,key_variable
https://p.scdn.co/mp3-preview/51586db06992dd1686bc7a45d51fe1e2675b0e43?cid=57a57fe2e5b44b2bab703613bb86725e,"Uniondale, New York 1977 [Live WLIR Broadcast (Remastered)]",ChicagoMake Me Smile - Steven Wilson Remix; 2016,0.4844,0.032,0.671,Chicago,live,0.27,0.508,0.998,-0.7807000000000001,True,studio,https://i.scdn.co/image/ab67616d0000b273cc615f240edc87a08b37132e,chicago,0.17400000000000002,1,https://p.scdn.co/mp3-preview/112817a472971d57ff23dd1cd4af621a572010e6?cid=57a57fe2e5b44b2bab703613bb86725e,0.298,25MKkb4zQW0aJSIVA24ZDq,https://i.scdn.co/image/ab67616d0000b2735a6aa5c40b8e277c511e9448,0.969,194036,1nZ9DH1qsuZaXWpJsuwOMp,Chicago,0.683,-0.41300000000000003,0.668,0.198,3,0.8200000000000001,0.23,0.327,makemesmile,Make Me Smile - Steven Wilson Remix; 2016,0.0393,126.006,195533,0.501,0.0236,0.111,-1497,Chicago II (Steven Wilson Remix),125.008,24.0,Make Me Smile (Live) - Remastered,0.779,25MKkb4zQW0aJSIVA24ZDq1nZ9DH1qsuZaXWpJsuwOMp,,229,3.1691000000000003,difference_liveness
