track_preview_url_studio,album_name_live,combined,difference_instrumentalness,speechiness_studio,energy_studio,artist_name_live,livemarker.y,dance_live,instrumentalness_live,difference_tempo,difference_valence,is_contained,livemarker.x,studio_art_large,cleaned,acousticness_studio,match,track_preview_url_live,difference_energy,track_id.x,live_art_large,energy_live,duration_live,track_id.y,artist_name_studio,dance_studio,difference_dance,difference_liveness,difference_speechiness,unique_studio_types,valence_studio,speechiness_live,difference_acousticness,track_name_short,track_name_studio,valence_live,tempo_live,duration_studio,acousticness_live,instrumentalness_studio,liveness_studio,difference_duration,album_name_studio,tempo_studio,popularity_index,track_name_live,liveness_live,track_key,song_count_x,song_count_y,difference_overall,key_variable
https://p.scdn.co/mp3-preview/bd0d0e509b1bdeb7e36c5bc6ca9433657a975ecb?cid=57a57fe2e5b44b2bab703613bb86725e,Live At The Paris Olympia,The ShadowsDance On - 1995 Remaster,0.132,0.026600000000000002,0.636,The Shadows,live,0.521,0.874,-6.05,0.002,True,studio,https://i.scdn.co/image/ab67616d0000b2737ca9cb8c56ca2c99f79f490c,theshadows,0.29,1,https://p.scdn.co/mp3-preview/eac9300249eaab204dc73d1a315be4ca1dba26e0?cid=57a57fe2e5b44b2bab703613bb86725e,0.052000000000000005,23TGrnuahlsP0FBamDEOSB,https://i.scdn.co/image/ab67616d0000b2733b65a5a8ce142d54be2d34a9,0.6880000000000001,162573,5ThGHFZJEpaWkuPIZN7yXK,The Shadows,0.562,-0.041,0.8300000000000001,0.0034000000000000002,6,0.964,0.03,-0.027,danceon,Dance On - 1995 Remaster,0.966,83.472,143893,0.263,0.742,0.109,18680,Alle 40 Goed,89.522,9.0,Dance On - Live,0.9390000000000001,23TGrnuahlsP0FBamDEOSB5ThGHFZJEpaWkuPIZN7yXK,,176,1.0874,difference_liveness
