track_preview_url_studio,album_name_live,combined,difference_instrumentalness,speechiness_studio,energy_studio,artist_name_live,livemarker.y,dance_live,instrumentalness_live,difference_tempo,difference_valence,is_contained,livemarker.x,studio_art_large,cleaned,acousticness_studio,match,track_preview_url_live,difference_energy,track_id.x,live_art_large,energy_live,duration_live,track_id.y,artist_name_studio,dance_studio,difference_dance,difference_liveness,difference_speechiness,unique_studio_types,valence_studio,speechiness_live,difference_acousticness,track_name_short,track_name_studio,valence_live,tempo_live,duration_studio,acousticness_live,instrumentalness_studio,liveness_studio,difference_duration,album_name_studio,tempo_studio,popularity_index,track_name_live,liveness_live,track_key,song_count_x,song_count_y,difference_overall,key_variable
https://p.scdn.co/mp3-preview/3929d53f99607aa83ce21cc8ee01ee1484caf158?cid=57a57fe2e5b44b2bab703613bb86725e,Cliff: Cliff Sings,Cliff RichardMove It - Remake; 2006 Remaster,0.0813,0.0651,0.843,Cliff Richard,live,0.487,0.0813,-23.173,-0.061,True,studio,https://i.scdn.co/image/ab67616d0000b273465e443d7f4e888b05ccf30a,cliffrichard,0.0473,1,https://p.scdn.co/mp3-preview/0599a1d00678377892193150398542df38d3f629?cid=57a57fe2e5b44b2bab703613bb86725e,0.077,4YFhmfopU19cY4czmnoIB9,https://i.scdn.co/image/ab67616d0000b273a6f542a73f9a1ec694ddfa05,0.92,138133,0u5sJJNGHZUvckdMe96TkA,Cliff Richard,0.64,-0.153,0.8453,0.0439,6,0.722,0.109,-0.01,moveit,Move It - Remake; 2006 Remaster,0.661,96.828,247560,0.0373,0.0,0.08070000000000001,-109427,75 at 75,120.001,2.0,Move It - Live; 1998 Remaster,0.926,4YFhmfopU19cY4czmnoIB90u5sJJNGHZUvckdMe96TkA,,238,1.2715,difference_liveness
