unique_studio_types,acousticness_studio,valence_studio,tempo_live,duration_live,instrumentalness_live,difference_acousticness,match,track_preview_url_live,difference_liveness,track_id.x,artist_name_live,speechiness_live,dance_studio,acousticness_live,live_art_large,energy_live,popularity_index,tempo_studio,difference_instrumentalness,track_name_live,difference_valence,studio_art_large,difference_duration,combined,track_name_short,valence_live,album_name_live,track_name_studio,artist_name_studio,album_name_studio,track_id.y,difference_dance,liveness_live,speechiness_studio,track_preview_url_studio,dance_live,livemarker.x,difference_speechiness,difference_tempo,livemarker.y,duration_studio,liveness_studio,difference_energy,instrumentalness_studio,energy_studio,track_key
3,0.447,0.731,87.607,566146,0.648,0.254,1,https://p.scdn.co/mp3-preview/b2c52d04c5f1ab774dd863fab29770c0174072ea?cid=57a57fe2e5b44b2bab703613bb86725e,0.869,41LsCLwJOhbPM02dGJ8AoG,Phish,0.0303,0.654,0.701,https://i.scdn.co/image/ab67616d0000b273dfaeafcd20a9db28eda2fd81,0.757,,91.862,0.6365,Wolfman's Brother,0.052,https://i.scdn.co/image/ab67616d0000b273efc22118db71056fbf338083,297573,,wolfmansbrother,0.783,"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Wolfman's Brother,Phish,Hoist,7biGSGQSSVJJIjHSVX3j1q,-0.265,0.975,0.0338,https://p.scdn.co/mp3-preview/9010e0e7c48acdd0fef2327b880ea5ffe8e05224?cid=57a57fe2e5b44b2bab703613bb86725e,0.389,studio,-0.0035,-4.255,live,268573,0.106,0.022,0.0115,0.735,41LsCLwJOhbPM02dGJ8AoG7biGSGQSSVJJIjHSVX3j1q
