speechiness_studio,energy_studio,track_name_short,acousticness_live,valence_studio,difference_instrumentalness,track_name_studio,instrumentalness_studio,duration_live,difference_energy,live_art_large,instrumentalness_live,album_name_live,difference_speechiness,livemarker.x,dance_studio,dance_live,tempo_studio,popularity_index,difference_valence,energy_live,combined,liveness_studio,tempo_live,difference_liveness,liveness_live,difference_acousticness,speechiness_live,valence_live,artist_name_live,studio_art_large,acousticness_studio,duration_studio,unique_studio_types,track_preview_url_live,track_preview_url_studio,track_name_live,difference_duration,livemarker.y,album_name_studio,match,track_id.y,difference_dance,track_id.x,artist_name_studio,difference_tempo,track_key,difference_overall,key_variable
0.0436,0.926,weekapauggroove,0.536,0.747,0.049,Weekapaug Groove,0.752,215333,-0.183,https://i.scdn.co/image/ab67616d0000b273f27d51195983434c13f4cc1b,0.801,"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",-0.0001,studio,0.411,0.573,143.227,,-0.022,0.743,,0.818,149.922,-0.635,0.183,-0.142,0.0435,0.725,Phish,https://i.scdn.co/image/ab67616d0000b273e41be424fd514677e3616371,0.678,675960,7,https://p.scdn.co/mp3-preview/f4afe2e864c95ef096d15251ee590ea68877f7de?cid=57a57fe2e5b44b2bab703613bb86725e,https://p.scdn.co/mp3-preview/b2390c337ed98213a0baa954b66ce7845d76cba5?cid=57a57fe2e5b44b2bab703613bb86725e,Weekapaug Groove,-460627,live,Walnut Creek,1,1jzVIBbfSeztx04EqjjFlE,0.162,6XzG71XKyywBgBXT0KfvKO,Phish,6.695,6XzG71XKyywBgBXT0KfvKO1jzVIBbfSeztx04EqjjFlE,0.5581,difference_dance
