track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
2HPaEn6cHI23e6Wxfr7awl1HFqWNXkDa4VLfws363sjq,-0.047,0.607,0.0075,0.011,0.009,0.174,0.3719
1NVlLhQzlB6c8MAsSKncft1Rf06tcToVYygLc94n4EBx,-0.038,6.216,0.0042,-0.186,0.6895,-0.017,0.542
1NVlLhQzlB6c8MAsSKncft74Xi16r7i3ove4wTbC1BAi,0.058,10.71,0.0906,-0.312,0.7285,-0.322,-0.0154
1NVlLhQzlB6c8MAsSKncft1HFqWNXkDa4VLfws363sjq,-0.006,9.58,0.0142,-0.228,0.1185,-0.077,0.375
6LsK3oQhsBzp4Rc5DPW6p37tpLIJ73noiAGF70opCMBW,0.059,6.115,0.0034,-0.201,0.0169,-0.236,-0.0521
6LsK3oQhsBzp4Rc5DPW6p355DP9u5gjuG6rVZLpyoSlR,0.043,6.46,0.0266,-0.154,0.0016,-0.402,-0.0382
6LsK3oQhsBzp4Rc5DPW6p35omYPJrZBJyw4y3oLHQaPL,0.012,10.273,0.0008,-0.22,0.0114,-0.185,-0.0386
6LsK3oQhsBzp4Rc5DPW6p32pmgbre39r9BO1cjKdsy04,0.065,6.775,0.0396,-0.133,0.0,-0.224,-0.0692
0f5N14nB8xi0p3o4BlVvbx22AcnJdThFNonl3dPpb84M,0.36,66.625,0.245,-0.02,1.72e-06,-0.06,-0.372
3Si9u9FVlUTcUXVcawnstJ2QBUbz7bmi049Fm5pKF7mv,-0.081,-3.794,0.0107,-0.107,0.0002,-0.043,-0.059
3Si9u9FVlUTcUXVcawnstJ49mh4Sb9rSwaIcrasmfI8a,-0.01,-11.586,0.0113,-0.037,0.0006,-0.13,-0.626
1WRG54HMNrvzp6J3buGD244CxPRDQhyhyLQY7aKzl8A6,0.172,107.899,-0.026,-0.318,-0.0972,-0.398,-0.0313
1WRG54HMNrvzp6J3buGD2423hRWatQY4OMknvFjMZ5Uk,0.195,109.193,0.046,-0.323,-0.1064,-0.46,-0.0333
7kYSpDviYdP8QKrnWLQYVN4CxPRDQhyhyLQY7aKzl8A6,0.167,108.369,-0.034,-0.33,-0.1152,-0.405,-0.025
7kYSpDviYdP8QKrnWLQYVN23hRWatQY4OMknvFjMZ5Uk,0.19,109.663,0.038,-0.335,-0.1244,-0.467,-0.027
4b08ATxMr59xjM8GePxlwq5lKYKJ2xI2yUlPP5sovVmR,-0.068,0.166,-0.0132,0.033,0.0141,-0.01,0.0221
4b08ATxMr59xjM8GePxlwq2f3QCp6drqGhOyjcdvQpqh,-0.248,-2.401,-0.0178,0.001,0.0186,-0.014,-0.05
4b08ATxMr59xjM8GePxlwq1QuYeeOVykY0GPCAr3PqRB,-0.085,9.071,-0.0094,0.156,0.0163,-0.157,-0.0729
4b08ATxMr59xjM8GePxlwq3rSBUK0ehv1fkoRKEYFE3m,-0.06,5.412,-0.0099,0.017,0.0112,-0.249,-0.097
4b08ATxMr59xjM8GePxlwq02mnIdUOEnaijpM9mHGWtA,-0.106,-2.13,0.0022,-0.085,0.0171,-0.168,-0.049
4b08ATxMr59xjM8GePxlwq4Qg4MyXQ6EWHXkOOLwoOAD,-0.123,30.628,-0.0162,0.087,0.0014,-0.158,-0.063
4b08ATxMr59xjM8GePxlwq5UqC02iAo5LVxyp9UBZloN,-0.062,9.697,0.0116,0.14,0.1678,-0.023,0.0311
4b08ATxMr59xjM8GePxlwq3PYWwkNEAxQkGHOWz2m79J,-0.06,5.412,-0.0099,0.017,0.0112,-0.249,-0.097
4b08ATxMr59xjM8GePxlwq3diqttoz0YJuebul4F9pMd,-0.165,4.06,-0.0154,0.086,0.0596,-0.29,-0.0611
4b08ATxMr59xjM8GePxlwq6usY7GwNGocGUOMJ49IExN,-0.114,1.407,-0.0117,0.051,0.2488,-0.027,-0.0764
4b08ATxMr59xjM8GePxlwq6hLSiJ4uXFwlDI6gd52jJs,-0.246,-3.438,-0.0176,-0.004,0.0178,-0.013,-0.0545
4b08ATxMr59xjM8GePxlwq5HaqZFO969KpXV1Qw3wn6c,-0.034,-0.152,0.0052,-0.088,0.0606,-0.03,-0.0844
4b08ATxMr59xjM8GePxlwq145b0MW9PfYcLmd7l2wiHs,-0.123,30.628,-0.0162,0.087,0.0014,-0.158,-0.063
4b08ATxMr59xjM8GePxlwq31qS01n3JqolzZV6cPauQp,-0.091,8.212,-0.0078,-0.021,0.0226,-0.235,-0.0997
4b08ATxMr59xjM8GePxlwq11buiVN7kifGH9eZDddkcV,-0.157,6.195,-0.0047,-0.011,0.0042,-0.227,-0.0973
3Cygu4ytxgsXL3JzPbQV8E5lKYKJ2xI2yUlPP5sovVmR,-0.068,0.166,-0.0132,0.033,0.0141,-0.01,0.0221
3Cygu4ytxgsXL3JzPbQV8E2f3QCp6drqGhOyjcdvQpqh,-0.248,-2.401,-0.0178,0.001,0.0186,-0.014,-0.05
3Cygu4ytxgsXL3JzPbQV8E1QuYeeOVykY0GPCAr3PqRB,-0.085,9.071,-0.0094,0.156,0.0163,-0.157,-0.0729
3Cygu4ytxgsXL3JzPbQV8E3rSBUK0ehv1fkoRKEYFE3m,-0.06,5.412,-0.0099,0.017,0.0112,-0.249,-0.097
3Cygu4ytxgsXL3JzPbQV8E02mnIdUOEnaijpM9mHGWtA,-0.106,-2.13,0.0022,-0.085,0.0171,-0.168,-0.049
3Cygu4ytxgsXL3JzPbQV8E4Qg4MyXQ6EWHXkOOLwoOAD,-0.123,30.628,-0.0162,0.087,0.0014,-0.158,-0.063
3Cygu4ytxgsXL3JzPbQV8E5UqC02iAo5LVxyp9UBZloN,-0.062,9.697,0.0116,0.14,0.1678,-0.023,0.0311
3Cygu4ytxgsXL3JzPbQV8E3PYWwkNEAxQkGHOWz2m79J,-0.06,5.412,-0.0099,0.017,0.0112,-0.249,-0.097
3Cygu4ytxgsXL3JzPbQV8E3diqttoz0YJuebul4F9pMd,-0.165,4.06,-0.0154,0.086,0.0596,-0.29,-0.0611
3Cygu4ytxgsXL3JzPbQV8E6usY7GwNGocGUOMJ49IExN,-0.114,1.407,-0.0117,0.051,0.2488,-0.027,-0.0764
3Cygu4ytxgsXL3JzPbQV8E6hLSiJ4uXFwlDI6gd52jJs,-0.246,-3.438,-0.0176,-0.004,0.0178,-0.013,-0.0545
3Cygu4ytxgsXL3JzPbQV8E5HaqZFO969KpXV1Qw3wn6c,-0.034,-0.152,0.0052,-0.088,0.0606,-0.03,-0.0844
3Cygu4ytxgsXL3JzPbQV8E145b0MW9PfYcLmd7l2wiHs,-0.123,30.628,-0.0162,0.087,0.0014,-0.158,-0.063
3Cygu4ytxgsXL3JzPbQV8E31qS01n3JqolzZV6cPauQp,-0.091,8.212,-0.0078,-0.021,0.0226,-0.235,-0.0997
3Cygu4ytxgsXL3JzPbQV8E11buiVN7kifGH9eZDddkcV,-0.157,6.195,-0.0047,-0.011,0.0042,-0.227,-0.0973
5rptOOTVDyPoCcJ7De2CTC1LkrPeoVwvRzXHIx6VfIqo,0.371,2.252,-0.0651,-0.36,0.6297,-0.276,0.595
5rptOOTVDyPoCcJ7De2CTC4BhwBGPdCegIeV8rO6ZBnU,0.103,1.659,-0.0691,-0.461,0.8297,-0.218,0.583
5rptOOTVDyPoCcJ7De2CTC0BTIzMS3SWc9NPMRYOgiq7,0.243,6.254,-0.0465,-0.37,0.7657,-0.128,0.497
5rptOOTVDyPoCcJ7De2CTC516HOpusRY55CBrPvrrLen,0.259,3.516,-0.0386,-0.188,0.0006,-0.209,0.398
5rptOOTVDyPoCcJ7De2CTC1uExCjxE4VAi4xwdxDYfGL,0.301,-2.114,-0.0688,-0.479,0.7357,-0.128,0.442
5rptOOTVDyPoCcJ7De2CTC5gcOQlB2n0cxdOOPKRQZBj,0.325,12.624,-0.0649,-0.442,0.4037,-0.374,-0.0032
5rptOOTVDyPoCcJ7De2CTC74R96PKN3QH1Z9Bmsxi8Ag,0.457,0.639,-0.0596,-0.438,0.0909,-0.203,-0.0783
5rptOOTVDyPoCcJ7De2CTC1qA3u4RPsC5tY2DHsuPz6v,0.464,-3.197,-0.0633,-0.418,0.0238,-0.268,-0.0907
5rptOOTVDyPoCcJ7De2CTC2n64t5MxOGOTQJiywU10fm,0.329,10.384,-0.0621,-0.402,0.4287,-0.229,0.414
5rptOOTVDyPoCcJ7De2CTC4zzENXeuMnBAwl2pMJTU28,0.467,1.536,-0.0568,-0.469,0.1347,-0.172,-0.0885
5rptOOTVDyPoCcJ7De2CTC4LtvQm4GE4ggIkcRBhRDzz,0.464,0.317,-0.0591,-0.48,0.3377,-0.243,-0.0896
5rptOOTVDyPoCcJ7De2CTC2YcWr5D9cVYcrGswsGL4VQ,0.431,9.131,-0.0616,-0.463,0.7677,-0.07,0.621
6gayNRDeVKqRlHvAsuG44S1oHUXg0KWJSuXt1hsNhII2,0.043,2.886,-0.0098,-0.008,-0.1275,-0.017,-0.027
6gayNRDeVKqRlHvAsuG44S1QmKorziHSFEXDVbGIIUHe,0.049,-5.523,-0.0175,0.014,-0.0986,-0.066,-0.122
5ryxNtEGnbpiseM5qV0sOL3QMa0jYSIuQ6CXmRWuWg1W,0.066,4.066,0.0316,-0.065,0.0,-0.557,0.006
6YMw3nlqkcOcNMQvVE5f4d43n5BM50FIIEhfkp2y5etW,-0.042,16.88,0.0004,-0.228,0.1007,-0.062,-0.1388
1KRWRshqiMiYm6cTped4pp43n5BM50FIIEhfkp2y5etW,-0.032,17.597,0.0001,-0.224,0.0997,-0.037,-0.2058
1nMMInIyjQ120hHWfeXDOu3OnYKODcp7hwD452a2PH4s,-0.008,2.306,0.0435,-0.067,0.005,0.302,0.115
1nMMInIyjQ120hHWfeXDOu34fDz8GAiGKvKTyQxekczJ,0.026,4.677,0.0019,-0.091,-0.175,0.13,-0.008
6heWiOSs3zZnMl8TmPSE953OnYKODcp7hwD452a2PH4s,0.078,1.127,0.0598,-0.013,0.012,0.17,-0.136
6heWiOSs3zZnMl8TmPSE9534fDz8GAiGKvKTyQxekczJ,0.112,3.498,0.0182,-0.037,-0.168,-0.002,-0.259
6GfUOKtoJRGVqDs7kCKRC53OnYKODcp7hwD452a2PH4s,0.078,1.127,0.0598,-0.013,0.012,0.17,-0.136
6GfUOKtoJRGVqDs7kCKRC534fDz8GAiGKvKTyQxekczJ,0.112,3.498,0.0182,-0.037,-0.168,-0.002,-0.259
2F4cYWa1bfmtVRZ2xx8DnL3OnYKODcp7hwD452a2PH4s,-0.008,2.306,0.0435,-0.067,0.005,0.302,0.115
2F4cYWa1bfmtVRZ2xx8DnL34fDz8GAiGKvKTyQxekczJ,0.026,4.677,0.0019,-0.091,-0.175,0.13,-0.008
4qyofT1X6sSR7sBIMwMASG38CTMd3gkbA9yf2HQbpd7K,0.204,-15.072,0.0378,-0.1,0.001,0.0128,-0.184
4qyofT1X6sSR7sBIMwMASG1lKDzAxanYfFqbZugkI9v1,0.221,12.035,0.2128,0.018,0.0,0.0015,-0.562
4qyofT1X6sSR7sBIMwMASG5kkw7sABcTwDQiKRetSIMH,0.1,46.423,0.0948,0.148,-0.0001,0.3823,0.124
4qyofT1X6sSR7sBIMwMASG0trWHTwAGCDUB0xzEx3Ws6,0.227,68.252,0.1588,-0.106,0.7849,-0.0329,-0.485
4qyofT1X6sSR7sBIMwMASG7qrooRCi8oLlkR7xaQYEGw,0.188,-11.877,0.0518,0.062,0.0095,0.1883,-0.088
7IlqHenSEj4pah76GNRVKY2Tct3dpg7EtETK2qILlD1i,0.059,3.875,0.0108,-0.084,-0.0002,-0.173,-0.126
7IlqHenSEj4pah76GNRVKY4Z9wQu1MwgKYgRfbeCwxux,0.069,3.798,0.0015,-0.038,-0.0001,-0.131,-0.1
7IlqHenSEj4pah76GNRVKY34Bgtt5ILpy1hPb5DtTfsY,-0.038,84.585,0.006,-0.234,0.0065,-0.3524,-0.058
7IlqHenSEj4pah76GNRVKY42ft7jgcMydq2i5AL4pBJh,0.193,87.043,0.0227,-0.187,-0.0002,-0.063,-0.301
7IlqHenSEj4pah76GNRVKY1j0HfSBY7ijFm3JKI330l1,-0.038,84.585,0.0058,-0.234,0.0065,-0.3522,-0.058
2t34JLaa7IMm07Ut0Z1Vi72Tct3dpg7EtETK2qILlD1i,0.059,3.875,0.0108,-0.084,-0.0002,-0.173,-0.126
2t34JLaa7IMm07Ut0Z1Vi74Z9wQu1MwgKYgRfbeCwxux,0.069,3.798,0.0015,-0.038,-0.0001,-0.131,-0.1
2t34JLaa7IMm07Ut0Z1Vi734Bgtt5ILpy1hPb5DtTfsY,-0.038,84.585,0.006,-0.234,0.0065,-0.3524,-0.058
2t34JLaa7IMm07Ut0Z1Vi742ft7jgcMydq2i5AL4pBJh,0.193,87.043,0.0227,-0.187,-0.0002,-0.063,-0.301
2t34JLaa7IMm07Ut0Z1Vi71j0HfSBY7ijFm3JKI330l1,-0.038,84.585,0.0058,-0.234,0.0065,-0.3522,-0.058
3MfXlLIsn42GTl3fQIR2IJ2iyeH7vteOL05wmURRkici,0.044,-0.884,0.0022,-0.077,-0.1622,-0.075,0.35
3MfXlLIsn42GTl3fQIR2IJ2NlJ20CXM5utJIC9vRsHcd,-0.049,-67.3,-0.0003,0.06,-0.1833,0.02,0.276
0xCUU7DSGDTVOjiZEyy0md01ojsEtmouLnfyVfqPuo6b,0.026,-82.761,-0.0819,-0.095,0.4684,-0.101,0.541
0xCUU7DSGDTVOjiZEyy0md7Fa2bKSqChd80MlDneH1jI,0.028,-79.366,-0.085,-0.295,0.2884,-0.027,0.331
0xCUU7DSGDTVOjiZEyy0md0Io7hxnW3f4jCJ6UDbkUMG,-0.131,-74.838,-0.0985,-0.121,0.8704,-0.005,0.263
0xCUU7DSGDTVOjiZEyy0md1CRG2mnZoxEaYbJNamPcTn,0.04,-80.019,-0.009,-0.184,0.1104,-0.52,-0.083
0xCUU7DSGDTVOjiZEyy0md0BQ7IZCgEr1P3mdKcuLA8j,0.013,-78.661,-0.095,-0.219,0.6764,-0.361,0.411
0xCUU7DSGDTVOjiZEyy0md6BtJhDyvW8EuQ4rPRYJPFx,-0.025,-80.48,-0.0851,-0.119,0.3074,-0.191,0.395
0xCUU7DSGDTVOjiZEyy0md0bKTjVswFMqIayldXhXX4m,0.049,-80.242,-0.0786,-0.177,0.1344,-0.151,0.454
0xCUU7DSGDTVOjiZEyy0md20ZY2Rg6QwKSBO3192Of58,-0.1,-83.533,-0.0926,-0.112,0.4304,-0.256,0.455
0xCUU7DSGDTVOjiZEyy0md7iebYMydfOAIGjKkjNU0th,-0.006,-76.736,-0.0647,-0.278,0.0008,-0.303,-0.1991
4X2kJtaMcg6UWoPl3ogstZ01ojsEtmouLnfyVfqPuo6b,-0.041,-0.264,-0.0029,0.088,0.4607,0.188,0.7411
4X2kJtaMcg6UWoPl3ogstZ7Fa2bKSqChd80MlDneH1jI,-0.039,3.131,-0.006,-0.112,0.2807,0.262,0.5311
4X2kJtaMcg6UWoPl3ogstZ0Io7hxnW3f4jCJ6UDbkUMG,-0.198,7.659,-0.0195,0.062,0.8627,0.284,0.4631
4X2kJtaMcg6UWoPl3ogstZ1CRG2mnZoxEaYbJNamPcTn,-0.027,2.478,0.07,-0.001,0.1027,-0.231,0.1171
4X2kJtaMcg6UWoPl3ogstZ0BQ7IZCgEr1P3mdKcuLA8j,-0.054,3.836,-0.016,-0.036,0.6687,-0.072,0.6111
4X2kJtaMcg6UWoPl3ogstZ6BtJhDyvW8EuQ4rPRYJPFx,-0.092,2.017,-0.0061,0.064,0.2997,0.098,0.5951
4X2kJtaMcg6UWoPl3ogstZ0bKTjVswFMqIayldXhXX4m,-0.018,2.255,0.0004,0.006,0.1267,0.138,0.6541
4X2kJtaMcg6UWoPl3ogstZ20ZY2Rg6QwKSBO3192Of58,-0.167,-1.036,-0.0136,0.071,0.4227,0.033,0.6551
4X2kJtaMcg6UWoPl3ogstZ7iebYMydfOAIGjKkjNU0th,-0.073,5.761,0.0143,-0.095,-0.0069,-0.014,0.001
3K98eX9OuISR7Y8SvzpJNz1sJYMoeCuTBIZe4bMmpRdC,-0.134,8.53,-0.0092,0.101,-0.0002,-0.009,0.302
5JHJKMEEr16zwna0GIQRCP3Ej8mzU1H80ncdKz58tw4w,-0.096,-6.814,0.0183,0.272,-0.028,-0.002,-0.005
6tvIfQsFA1FkoqLELkkL9u3Ej8mzU1H80ncdKz58tw4w,-0.077,-8.154,0.0183,0.223,-0.008,-0.047,-0.118
263t7GorNf91EF0RgwNbCG1X2pVTsTtAgNRbKwWDoHbc,-0.002,-70.493,-0.065,0.072,0.0068,-0.2937,-0.0257
263t7GorNf91EF0RgwNbCG78umGDPM3vLw9EhIFU8VK5,0.0,-73.493,-0.031,0.067,0.0018,-0.2973,-0.005
18GiV1BaXzPVYpp9rmOg0E2Xc1Xd7q4bunmnYkwIwJGY,0.8777,-21.265,0.2621,-0.16,0.0,-0.112,-0.788
2b0AarwIy6Dr0oJeAhc80s00E6OJ0M28RyKtiLYFKFdu,0.268,18.446,-0.059,-0.287,0.0013,-0.451,-0.0707
2b0AarwIy6Dr0oJeAhc80s3vamjIvC0EO0YFhlHwuTWl,0.261,18.41,-0.116,-0.283,0.0015,-0.422,-0.0628
4MNxOR2Fu4NqJ892UdYx0h7c7g0REAgYXSA8pFLtVoHA,0.051,-11.599,0.0147,-0.053,0.001,-0.208,0.033
11PGbp7WUACuotYT668LHF7rjj3a5RvJtFJO7Gf5JAW3,0.124,-58.556,0.0208,-0.004,-0.3274,0.012,-0.038
11PGbp7WUACuotYT668LHF0Iz5mD4VNJPCAEWjVVdj51,0.047,4.307,0.0,-0.003,-0.3348,0.118,0.077
11PGbp7WUACuotYT668LHF6EWrp6XnhjnKqYA7OSCIt4,0.092,2.985,-0.0024,0.025,-0.3345,-0.069,-0.004
11PGbp7WUACuotYT668LHF432sQybArUQ6AQ5GvT3exn,-0.134,-31.152,-0.0063,0.057,0.434,0.04,0.198
6QHYEZlm9wyfXfEM1vSu1P5PNtzbMe7UsK1uUpdEWlZx,-0.0448,72.497,0.0001,-0.166,3.7e-06,-0.049,-0.059
4FJsFAdLFGqrmuM74CIzhs3yz7UNhnF7jIwdWMFQoUNt,0.122,0.384,-0.0254,-0.403,0.0156,-0.074,-0.018
0NmSZ7gJai0W1p1khhHc600P6rqnKHjAhs7eAubihG0L,-0.104,-2.684,-0.0004,-0.103,0.0077,-0.288,0.179
0NmSZ7gJai0W1p1khhHc606uyJ8eoWKdU6VbGOX9d2be,-0.058,-2.977,0.0,0.024,0.0024,-0.084,0.098
0NmSZ7gJai0W1p1khhHc6039hncHzxU1odyrVNwcorCP,-0.162,-1.385,0.0006,0.096,0.0356,0.061,0.238
0NmSZ7gJai0W1p1khhHc60639B1pi6YZJvLMA1DAzYTo,0.037,-1.686,0.0312,0.017,0.1948,-0.074,0.036
0NmSZ7gJai0W1p1khhHc604DruFZDY5kxchV5TDvJSNP,-0.039,-1.564,0.0215,0.052,0.024,-0.028,-0.082
0NmSZ7gJai0W1p1khhHc602ubMl1LG4MFwSjG5WVNZqZ,-0.021,-2.199,0.0378,0.065,-0.0001,-0.013,-0.092
0NmSZ7gJai0W1p1khhHc604t9sqgPvEqKfs0ff2veVB9,-0.06,0.399,0.0087,-0.021,0.0465,-0.23,0.581
0NmSZ7gJai0W1p1khhHc607drSE0lM81XgWIdnQVFpna,-0.058,-2.925,0.0092,0.028,0.0135,-0.325,0.175
4pYQb0fYwPbTD09uDhiQzU0P6rqnKHjAhs7eAubihG0L,0.384,4.706,-0.025,-0.289,-0.2512,-0.243,-0.028
4pYQb0fYwPbTD09uDhiQzU6uyJ8eoWKdU6VbGOX9d2be,0.43,4.413,-0.0246,-0.162,-0.2564,-0.039,-0.109
4pYQb0fYwPbTD09uDhiQzU39hncHzxU1odyrVNwcorCP,0.326,6.005,-0.024,-0.09,-0.2232,0.106,0.031
4pYQb0fYwPbTD09uDhiQzU639B1pi6YZJvLMA1DAzYTo,0.525,5.704,0.0066,-0.169,-0.064,-0.029,-0.171
4pYQb0fYwPbTD09uDhiQzU4DruFZDY5kxchV5TDvJSNP,0.449,5.826,-0.0031,-0.134,-0.2348,0.017,-0.289
4pYQb0fYwPbTD09uDhiQzU2ubMl1LG4MFwSjG5WVNZqZ,0.467,5.191,0.0132,-0.121,-0.259,0.032,-0.299
4pYQb0fYwPbTD09uDhiQzU4t9sqgPvEqKfs0ff2veVB9,0.428,7.789,-0.0159,-0.207,-0.2123,-0.185,0.374
4pYQb0fYwPbTD09uDhiQzU7drSE0lM81XgWIdnQVFpna,0.43,4.465,-0.0154,-0.158,-0.2453,-0.28,-0.032
5zE0J5kDTbcQeMYnxRj0QY1kgjzNv2zthcz7OwGEQUwS,0.068,16.652,-0.0019,-0.048,0.0,-0.077,-0.0832
5hiNJQIwZ3W40usecPg6dB5JCQyLeJ9KLc6ZPtohYcjh,0.17,-6.125,0.0016,-0.1,-0.4129,-0.173,-0.432
5hiNJQIwZ3W40usecPg6dB0pxG1YYVULMkKo5KfgCQVr,-0.099,-5.773,0.0024,-0.114,0.421,-0.429,0.046
1hXQXfGT9VebgXjFKnb1DH3M5uj0iG5BCaG16w1gZb8A,0.111,-89.716,-0.0003,-0.011,0.0081,-0.27,-0.3194
1hXQXfGT9VebgXjFKnb1DH1bfUqpRMwsW5VaIk0Ae4bz,0.185,-82.944,0.0028,-0.002,-0.0095,-0.096,-0.224
5P9LkYrT5FdkhsDJ7fSKNa3M5uj0iG5BCaG16w1gZb8A,0.111,-89.716,-0.0003,-0.011,0.0081,-0.27,-0.3194
5P9LkYrT5FdkhsDJ7fSKNa1bfUqpRMwsW5VaIk0Ae4bz,0.185,-82.944,0.0028,-0.002,-0.0095,-0.096,-0.224
7nDXcZAYrIz6Hmx38mqJf40kIbQYJV9B1SCyhw9bL7Md,0.326,-74.501,-0.0066,0.125,-0.2644,0.138,0.011
7nDXcZAYrIz6Hmx38mqJf45DKTyCcZgGUvgjGIiv9CXZ,0.471,3.556,0.0395,-0.05,-0.103,-0.081,-0.6681
0hSqC8hNHd7RX2WieIKTUw29216Dug11oD4bLfWKVstU,0.002,-22.882,-0.0083,-0.132,0.0,-0.301,-0.0839
0hSqC8hNHd7RX2WieIKTUw0cYujORcg1d1gSdUaH57f6,-0.421,57.84,-0.0102,-0.241,5.06e-06,-0.439,0.34
0hSqC8hNHd7RX2WieIKTUw4G0RYHyGQNm0GXkElHLKrV,-0.389,-32.409,-0.0242,-0.078,0.0,-0.344,0.365
0hSqC8hNHd7RX2WieIKTUw7n30E0ekqugZ1cuncxnX0D,-0.428,-31.58,-0.0202,-0.091,6.76e-06,-0.413,0.302
0hSqC8hNHd7RX2WieIKTUw5RqGfUU3dIWEtHRoCMTXFE,0.002,-22.882,-0.0083,-0.132,0.0,-0.301,-0.0839
0hSqC8hNHd7RX2WieIKTUw1tIPQcPyAct4qa1tfA3Wfp,-0.392,-32.393,-0.023,-0.085,0.0,-0.374,0.421
7h2x7dc87TmpLC0Kv2sXqJ29216Dug11oD4bLfWKVstU,0.014,-22.88,-0.0079,-0.14,0.0,-0.293,-0.0869
7h2x7dc87TmpLC0Kv2sXqJ0cYujORcg1d1gSdUaH57f6,-0.409,57.842,-0.0098,-0.249,5.06e-06,-0.431,0.337
7h2x7dc87TmpLC0Kv2sXqJ4G0RYHyGQNm0GXkElHLKrV,-0.377,-32.407,-0.0238,-0.086,0.0,-0.336,0.362
7h2x7dc87TmpLC0Kv2sXqJ7n30E0ekqugZ1cuncxnX0D,-0.416,-31.578,-0.0198,-0.099,6.76e-06,-0.405,0.299
7h2x7dc87TmpLC0Kv2sXqJ5RqGfUU3dIWEtHRoCMTXFE,0.014,-22.88,-0.0079,-0.14,0.0,-0.293,-0.0869
7h2x7dc87TmpLC0Kv2sXqJ1tIPQcPyAct4qa1tfA3Wfp,-0.38,-32.391,-0.0226,-0.093,0.0,-0.366,0.418
4fUU9WKxEgJXyrZJsUA2iP1V5gSha2z5wHOOIs005CSS,-0.14,-80.563,-0.0064,-0.041,-0.0029,-0.408,-0.2635
4fUU9WKxEgJXyrZJsUA2iP4KVhPXHgjvdgso3px4HV3q,0.141,-76.927,0.0149,-0.037,-0.0012,0.039,0.03
4fUU9WKxEgJXyrZJsUA2iP4jOrLQ9lDYGmY2ZDH1upEE,0.189,-76.073,0.0303,-0.27,0.0009,-0.14,-0.2751
4fUU9WKxEgJXyrZJsUA2iP3aZW4v6ofC3tAk07lYgMkG,0.194,-74.69,0.0229,-0.131,0.063,-0.056,-0.2707
4fUU9WKxEgJXyrZJsUA2iP0fkAyahjv5hTkxq3QCsWjC,0.072,6.657,0.0049,-0.127,0.0374,-0.149,-0.2757
4fUU9WKxEgJXyrZJsUA2iP7smBDMt0T6hBVhnezU5UdV,0.24,7.512,0.0772,-0.235,0.0975,-0.197,-0.236
4fUU9WKxEgJXyrZJsUA2iP15IDTwi52f1OdVSjvIsdr7,0.143,-79.381,0.0265,-0.11,-0.0034,-0.143,-0.2755
4cEtT6wn1dO1RkpujvUrfz6hxIPy8m178nszmBjEDY0y,0.142,-1.702,0.0372,-0.134,-0.0147,-0.365,-0.17
4cEtT6wn1dO1RkpujvUrfz0uHB1ErUGyjMhyQ7NfrcSI,-0.353,10.631,-0.0001,-0.129,-0.0137,-0.341,0.196
0hV16bJl7bxLPPmbCoAv9I6hxIPy8m178nszmBjEDY0y,0.142,-1.702,0.0372,-0.134,-0.0147,-0.365,-0.17
0hV16bJl7bxLPPmbCoAv9I0uHB1ErUGyjMhyQ7NfrcSI,-0.353,10.631,-0.0001,-0.129,-0.0137,-0.341,0.196
4LjnuJwH0om243WQ1PUeIZ52Sb6npw88VDvyeIYWaivI,-0.2,-98.762,-0.155,0.404,-0.2275,0.404,0.48
4LjnuJwH0om243WQ1PUeIZ4HwmrSsm8huYehTKvB7IY9,-0.101,-55.6,-0.1286,0.093,-0.077,0.107,0.412
4LjnuJwH0om243WQ1PUeIZ0QZaLbk0gBOCPKnl5oWssO,-0.026,-98.236,-0.1521,0.252,-0.2647,0.109,0.35
4LjnuJwH0om243WQ1PUeIZ4BLsxDPaiBZwhObs22BzfF,-0.044,-94.478,-0.1319,0.247,-0.272,-0.01,0.594
4LjnuJwH0om243WQ1PUeIZ6DhgXjvrQtYunTi6s0QInc,-0.109,-15.258,-0.1412,0.069,-0.2538,0.214,0.362
7JibLzigkRkbnYZQY75E3B2dgFDWCljRJAUA6HIiz5pn,0.025,3.232,0.0005,0.06,0.02,-0.082,0.352
7JibLzigkRkbnYZQY75E3B6aFs8T2z3vD6uUn9M5l4F5,0.0,-0.554,-0.0064,0.053,-0.418,0.234,0.481
7JibLzigkRkbnYZQY75E3B5X2VzRQaxVOdGzQZJ6Re83,0.031,-0.832,-0.0063,0.12,-0.023,0.258,0.579
2Aq5kPekMxt1PnDff4jfEn6WnCyC9bbzYsxH9rfVcTyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6ssgeN62p8x23j2m3OsKe36WnCyC9bbzYsxH9rfVcTyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1iCD9ahpRqRBA118LstoEl6WnCyC9bbzYsxH9rfVcTyi,-0.041,-0.062,-0.0009,-0.008,0.0043,0.013,0.0004
1PvhJrDsE19SKZXIsvVB0d6WnCyC9bbzYsxH9rfVcTyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7wcVhjwob8HjLLpULRjmOk0JQPl6uo2SmkCCsTEvX6u5,-0.063,3.063,-0.0049,-0.206,-0.0006,-0.005,-0.0117
7wcVhjwob8HjLLpULRjmOk4qR4DLb1jQOQPfsJBs3dkY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
