unique_studio_types,acousticness_studio,valence_studio,tempo_live,duration_live,instrumentalness_live,difference_acousticness,match,track_preview_url_live,difference_liveness,track_id.x,artist_name_live,speechiness_live,dance_studio,acousticness_live,live_art_large,energy_live,popularity_index,tempo_studio,difference_instrumentalness,track_name_live,difference_valence,studio_art_large,difference_duration,combined,track_name_short,valence_live,album_name_live,track_name_studio,artist_name_studio,album_name_studio,track_id.y,difference_dance,liveness_live,speechiness_studio,track_preview_url_studio,dance_live,livemarker.x,difference_speechiness,difference_tempo,livemarker.y,duration_studio,liveness_studio,difference_energy,instrumentalness_studio,energy_studio,track_key
6,0.191,0.486,80.01,581240,0.0559,0.29,1,https://p.scdn.co/mp3-preview/89f0ee1cecb573dd5bade09a72295afde60185e9?cid=57a57fe2e5b44b2bab703613bb86725e,-0.481,1sWDu9CrvMIxCtL8FcqxE4,Phish,0.0731,0.307,0.481,https://i.scdn.co/image/ab67616d0000b27383be18237efa290c886b60e5,0.907,34.0,178.332,0.0558,Julius,0.057,https://i.scdn.co/image/ab67616d0000b273efc22118db71056fbf338083,299067,PhishJulius,julius,0.543,LivePhish 07/06/98,Julius,Phish,Hoist,7LhLJqsqWKSccFZR3V94vI,-0.026,0.404,0.0833,https://p.scdn.co/mp3-preview/775e34a349ab10865457fa7d199f29b6d08b39c3?cid=57a57fe2e5b44b2bab703613bb86725e,0.281,studio,-0.0102,-98.322,live,282173,0.885,0.041,0.0001,0.866,1sWDu9CrvMIxCtL8FcqxE47LhLJqsqWKSccFZR3V94vI
