unique_studio_types,acousticness_studio,valence_studio,tempo_live,duration_live,instrumentalness_live,difference_acousticness,match,track_preview_url_live,difference_liveness,track_id.x,artist_name_live,speechiness_live,dance_studio,acousticness_live,live_art_large,energy_live,popularity_index,tempo_studio,difference_instrumentalness,track_name_live,difference_valence,studio_art_large,difference_duration,combined,track_name_short,valence_live,album_name_live,track_name_studio,artist_name_studio,album_name_studio,track_id.y,difference_dance,liveness_live,speechiness_studio,track_preview_url_studio,dance_live,livemarker.x,difference_speechiness,difference_tempo,livemarker.y,duration_studio,liveness_studio,difference_energy,instrumentalness_studio,energy_studio,track_key
7,0.0769,0.661,143.414,498373,0.869,0.6801,1,https://p.scdn.co/mp3-preview/47a1481409a1c1dd3fa52e048ad38ee65c12b3a0?cid=57a57fe2e5b44b2bab703613bb86725e,-0.186,2hug0YRaKgQ9ayfmTvixcc,Phish,0.0419,0.464,0.757,https://i.scdn.co/image/ab67616d0000b2733754c2e2ef539fd321219bfa,0.945,,143.635,0.349,Weekapaug Groove,-0.045,https://i.scdn.co/image/ab67616d0000b27308ed853319ffe2d5bd73cb8a,-320787,,weekapauggroove,0.616,"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Weekapaug Groove,Phish,Amsterdam,2v3GrSJVlRO3IB9LZ4K6HD,-0.132,0.533,0.0573,https://p.scdn.co/mp3-preview/8858186ca4aeb403e5e8a7c1eb4c7aab595fdacd?cid=57a57fe2e5b44b2bab703613bb86725e,0.332,studio,-0.0154,-0.221,live,819160,0.719,-0.018,0.52,0.963,2hug0YRaKgQ9ayfmTvixcc2v3GrSJVlRO3IB9LZ4K6HD
