album_name_studio,livemarker.y,track_preview_url_studio,artist_name_studio,duration_live,popularity_index,difference_valence,track_name_short,combined,livemarker.x,artist_name_live,speechiness_studio,instrumentalness_live,tempo_studio,energy_live,duration_studio,difference_speechiness,speechiness_live,difference_tempo,energy_studio,track_name_studio,acousticness_live,track_id.y,difference_dance,difference_instrumentalness,liveness_studio,studio_art_large,track_id.x,match,album_name_live,track_name_live,difference_acousticness,valence_live,valence_studio,unique_studio_types,difference_energy,instrumentalness_studio,dance_studio,live_art_large,dance_live,tempo_live,difference_liveness,liveness_live,difference_duration,track_preview_url_live,acousticness_studio,track_key,difference_overall,key_variable
40,live,https://p.scdn.co/mp3-preview/599e9761f3057c7553c90c90126bf224e53cedb3?cid=57a57fe2e5b44b2bab703613bb86725e,Foreigner,244826,23.0,-0.336,dirtywhiteboy,ForeignerDirty White Boy - Radio Edit; 2017 Remaster [Radio Edit],studio,Foreigner,0.06520000000000001,0.0007,138.698,0.936,192906,-0.0051,0.0601,4.897,0.783,Dirty White Boy - Radio Edit; 2017 Remaster [Radio Edit],0.0,17eZBBFlykUd2RrR6mCZZc,-0.258,0.0007,0.338,https://i.scdn.co/image/ab67616d0000b273dea77034ad9925aa4157a128,5bkq8Eusoo2WAzWHXbmepc,1,Live in Concert,Dirty White Boy - Live,-0.0417,0.318,0.654,4,0.153,6.98e-06,0.593,https://i.scdn.co/image/ab67616d0000b273c8379b92a211d2c00d266c8d,0.335,143.595,0.46,0.798,51920,https://p.scdn.co/mp3-preview/28981c1d485b965ac4d0680a0d6fa6a6151ba2de?cid=57a57fe2e5b44b2bab703613bb86725e,0.0417,5bkq8Eusoo2WAzWHXbmepc17eZBBFlykUd2RrR6mCZZc,0.7945,difference_energy
