album_name_studio,livemarker.y,track_preview_url_studio,artist_name_studio,duration_live,popularity_index,difference_valence,track_name_short,combined,livemarker.x,artist_name_live,speechiness_studio,instrumentalness_live,tempo_studio,energy_live,duration_studio,difference_speechiness,speechiness_live,difference_tempo,energy_studio,track_name_studio,acousticness_live,track_id.y,difference_dance,difference_instrumentalness,liveness_studio,studio_art_large,track_id.x,match,album_name_live,track_name_live,difference_acousticness,valence_live,valence_studio,unique_studio_types,difference_energy,instrumentalness_studio,dance_studio,live_art_large,dance_live,tempo_live,difference_liveness,liveness_live,difference_duration,track_preview_url_live,acousticness_studio,track_key,difference_overall,key_variable
Crave,live,https://p.scdn.co/mp3-preview/2ccda731186651e71abb79ac5bf4789f73b52156?cid=57a57fe2e5b44b2bab703613bb86725e,for KING & COUNTRY,317173,,0.091,theproofofyourlove,,studio,for KING & COUNTRY,0.0351,0.0001,156.072,0.526,197320,0.046,0.0811,0.113,0.671,The Proof of Your Love,0.11800000000000001,6QGSOEezW26WTGz1ys0sWU,0.079,0.0001,0.0844,https://i.scdn.co/image/ab67616d0000b273b3e7d09ce7493d8c41c43ac9,5pNavG44Qct8Vm5vQDDxYF,1,Christmas | LIVE from Phoenix,The Proof Of Your Love - Live,0.0196,0.34800000000000003,0.257,1,-0.145,0.0,0.396,https://i.scdn.co/image/ab67616d0000b27311a53945aa9232352adb4ec0,0.47500000000000003,156.185,0.8536,0.9380000000000001,119853,https://p.scdn.co/mp3-preview/16aeb15919da7a306eda9c9b38f4b1014e62a573?cid=57a57fe2e5b44b2bab703613bb86725e,0.0984,5pNavG44Qct8Vm5vQDDxYF6QGSOEezW26WTGz1ys0sWU,0.38070000000000004,difference_valence
