album_name_studio,livemarker.y,track_preview_url_studio,artist_name_studio,duration_live,popularity_index,difference_valence,track_name_short,combined,livemarker.x,artist_name_live,speechiness_studio,instrumentalness_live,tempo_studio,energy_live,duration_studio,difference_speechiness,speechiness_live,difference_tempo,energy_studio,track_name_studio,acousticness_live,track_id.y,difference_dance,difference_instrumentalness,liveness_studio,studio_art_large,track_id.x,match,album_name_live,track_name_live,difference_acousticness,valence_live,valence_studio,unique_studio_types,difference_energy,instrumentalness_studio,dance_studio,live_art_large,dance_live,tempo_live,difference_liveness,liveness_live,difference_duration,track_preview_url_live,acousticness_studio,track_key,difference_overall,key_variable
Grave Dancers Union,live,https://p.scdn.co/mp3-preview/1495404793b858e155dc8a0b4c3ca6b00e930e88?cid=57a57fe2e5b44b2bab703613bb86725e,Soul Asylum,274680,,-0.059000000000000004,runawaytrain,,studio,Soul Asylum,0.0434,0.0,117.351,0.769,266666,-0.003,0.040400000000000005,1.7610000000000001,0.713,Runaway Train,0.0028,6c0osDgOvIYE9OEXXVLSrG,-0.057,0.0,0.115,https://i.scdn.co/image/ab67616d0000b2736c7144a2a94d2b3ecda27a3e,6jA1EDXarBl4yIGlMdHHGe,1,"Live from Liberty Lunch, Austin, TX, December 3, 1992",Runaway Train - Live,-0.0115,0.502,0.561,1,0.056,0.0,0.614,https://i.scdn.co/image/ab67616d0000b273b0febc9fadf5f8a41ec31c94,0.557,119.112,0.506,0.621,8014,https://p.scdn.co/mp3-preview/45b9189b76075633d183420226c228c28872b6bd?cid=57a57fe2e5b44b2bab703613bb86725e,0.0143,6jA1EDXarBl4yIGlMdHHGe6c0osDgOvIYE9OEXXVLSrG,0.1865,difference_energy
