track_preview_url_studio,album_name_live,combined,difference_instrumentalness,speechiness_studio,energy_studio,artist_name_live,livemarker.y,dance_live,instrumentalness_live,difference_tempo,difference_valence,is_contained,livemarker.x,studio_art_large,cleaned,acousticness_studio,match,track_preview_url_live,difference_energy,track_id.x,live_art_large,energy_live,duration_live,track_id.y,artist_name_studio,dance_studio,difference_dance,difference_liveness,difference_speechiness,unique_studio_types,valence_studio,speechiness_live,difference_acousticness,track_name_short,track_name_studio,valence_live,tempo_live,duration_studio,acousticness_live,instrumentalness_studio,liveness_studio,difference_duration,album_name_studio,tempo_studio,popularity_index,track_name_live,liveness_live,track_key,song_count_x,song_count_y,difference_overall,key_variable
https://p.scdn.co/mp3-preview/2ccda731186651e71abb79ac5bf4789f73b52156?cid=57a57fe2e5b44b2bab703613bb86725e,Christmas | LIVE from Phoenix,,0.0001,0.0351,0.671,for KING & COUNTRY,live,0.47500000000000003,0.0001,0.113,0.091,True,studio,https://i.scdn.co/image/ab67616d0000b273b3e7d09ce7493d8c41c43ac9,forkingcountry,0.0984,1,https://p.scdn.co/mp3-preview/16aeb15919da7a306eda9c9b38f4b1014e62a573?cid=57a57fe2e5b44b2bab703613bb86725e,-0.145,5pNavG44Qct8Vm5vQDDxYF,https://i.scdn.co/image/ab67616d0000b27311a53945aa9232352adb4ec0,0.526,317173,6QGSOEezW26WTGz1ys0sWU,for KING & COUNTRY,0.396,0.079,0.8536,0.046,1,0.257,0.0811,0.0196,theproofofyourlove,The Proof of Your Love,0.34800000000000003,156.185,197320,0.11800000000000001,0.0,0.0844,119853,Crave,156.072,,The Proof Of Your Love - Live,0.9380000000000001,5pNavG44Qct8Vm5vQDDxYF6QGSOEezW26WTGz1ys0sWU,,9,1.2343,difference_liveness
