track_preview_url_studio,album_name_live,combined,difference_instrumentalness,speechiness_studio,energy_studio,artist_name_live,livemarker.y,dance_live,instrumentalness_live,difference_tempo,difference_valence,is_contained,livemarker.x,studio_art_large,cleaned,acousticness_studio,match,track_preview_url_live,difference_energy,track_id.x,live_art_large,energy_live,duration_live,track_id.y,artist_name_studio,dance_studio,difference_dance,difference_liveness,difference_speechiness,unique_studio_types,valence_studio,speechiness_live,difference_acousticness,track_name_short,track_name_studio,valence_live,tempo_live,duration_studio,acousticness_live,instrumentalness_studio,liveness_studio,difference_duration,album_name_studio,tempo_studio,popularity_index,track_name_live,liveness_live,track_key,song_count_x,song_count_y,difference_overall,key_variable
https://p.scdn.co/mp3-preview/b3ec70964ae5f9de664b3df659539b543718e8ea?cid=57a57fe2e5b44b2bab703613bb86725e,Live at the Troubadour (Unplugged),Daryl Hall & John OatesManeater,0.0002,0.042100000000000005,0.499,Daryl Hall & John Oates,live,0.465,0.00030000000000000003,84.186,-0.108,True,studio,https://i.scdn.co/image/ab67616d0000b273cfe4163cbb6d12f3ec15898e,darylhalljohnoates,0.040600000000000004,1,https://p.scdn.co/mp3-preview/494b4b8c41c3efbf53bfed2666016dd095fb59f3?cid=57a57fe2e5b44b2bab703613bb86725e,0.272,7j74lucZ59vqN67Ipe2ZcY,https://i.scdn.co/image/ab67616d0000b273faeb3ea0cd4dad7e1b5ca461,0.771,300300,0ez21ybiqtq1ldBw3v1ZYy,Daryl Hall & John Oates,0.723,-0.258,0.9089,0.0494,2,0.8280000000000001,0.0915,0.0994,maneater,Maneater,0.72,173.011,273173,0.14,0.0001,0.0761,27127,H20,88.825,74.0,Maneater - Live,0.985,7j74lucZ59vqN67Ipe2ZcY0ez21ybiqtq1ldBw3v1ZYy,,73,1.6959,difference_liveness
