track_preview_url_studio,album_name_live,combined,difference_instrumentalness,speechiness_studio,energy_studio,artist_name_live,livemarker.y,dance_live,instrumentalness_live,difference_tempo,difference_valence,is_contained,livemarker.x,studio_art_large,cleaned,acousticness_studio,match,track_preview_url_live,difference_energy,track_id.x,live_art_large,energy_live,duration_live,track_id.y,artist_name_studio,dance_studio,difference_dance,difference_liveness,difference_speechiness,unique_studio_types,valence_studio,speechiness_live,difference_acousticness,track_name_short,track_name_studio,valence_live,tempo_live,duration_studio,acousticness_live,instrumentalness_studio,liveness_studio,difference_duration,album_name_studio,tempo_studio,popularity_index,track_name_live,liveness_live,track_key,song_count_x,song_count_y,difference_overall,key_variable
https://p.scdn.co/mp3-preview/564d7b485a01875fcbdbb79fa0b28fd2a708e6dc?cid=57a57fe2e5b44b2bab703613bb86725e,Live From Loreley,MarillionHotel Hobbies,-0.15410000000000001,0.0354,0.496,Marillion,live,0.249,0.0529,10.22,-0.0487,True,studio,https://i.scdn.co/image/ab67616d0000b273689eec22124ea11db3d70e73,marillion,0.028,1,https://p.scdn.co/mp3-preview/4f8354bd484eb2c1e0674fc9e6b9e966b3f36b3d?cid=57a57fe2e5b44b2bab703613bb86725e,0.031,2wEtkGrPwZjYxChzx6YOuY,https://i.scdn.co/image/ab67616d0000b273b898154fe82a0ac2e6813f6a,0.527,255893,5V7ubFyTZl3bm75Ykva4D2,Marillion,0.138,0.111,0.028,0.0033,4,0.14200000000000002,0.038700000000000005,-0.0073,hotelhobbies,Hotel Hobbies,0.09330000000000001,97.771,257560,0.0207,0.20700000000000002,0.337,-1667,Marillion.Cl / En.El.Marquee,87.551,17.0,Hotel Hobbies - Live From Loreley; 2009 Remaster,0.365,2wEtkGrPwZjYxChzx6YOuY5V7ubFyTZl3bm75Ykva4D2,,556,0.38339999999999996,difference_energy
