track_preview_url_studio,album_name_live,combined,difference_instrumentalness,speechiness_studio,energy_studio,artist_name_live,livemarker.y,dance_live,instrumentalness_live,difference_tempo,difference_valence,is_contained,livemarker.x,studio_art_large,cleaned,acousticness_studio,match,track_preview_url_live,difference_energy,track_id.x,live_art_large,energy_live,duration_live,track_id.y,artist_name_studio,dance_studio,difference_dance,difference_liveness,difference_speechiness,unique_studio_types,valence_studio,speechiness_live,difference_acousticness,track_name_short,track_name_studio,valence_live,tempo_live,duration_studio,acousticness_live,instrumentalness_studio,liveness_studio,difference_duration,album_name_studio,tempo_studio,popularity_index,track_name_live,liveness_live,track_key,song_count_x,song_count_y,difference_overall,key_variable
https://p.scdn.co/mp3-preview/697d465258476ce91886fff103a5fe1c45104ac4?cid=57a57fe2e5b44b2bab703613bb86725e,Live!,,-0.0755,0.035300000000000005,0.6940000000000001,Hoyt Axton,live,0.506,0.0,3.205,-0.052000000000000005,True,studio,https://i.scdn.co/image/ab67616d0000b273016901a94260252dbb657a76,hoytaxton,0.607,1,https://p.scdn.co/mp3-preview/b9e699142ba412e8089b9b846143d572f7104713?cid=57a57fe2e5b44b2bab703613bb86725e,0.07200000000000001,4jdwGWb62nYT7vX5sURlDI,https://i.scdn.co/image/ab67616d0000b273c88cf1f16f043bb813a543af,0.766,193253,5iZ0jeIMnElIXR29nx5SM3,Hoyt Axton,0.533,-0.027,0.097,0.0351,1,0.893,0.0704,-0.5151,dellaandthedealer,Della And The Dealer,0.841,168.763,203933,0.09190000000000001,0.0755,0.294,-10680,A Rusty Old Halo & Where Did The Money Go?,165.558,,Della and the Dealer,0.391,4jdwGWb62nYT7vX5sURlDI5iZ0jeIMnElIXR29nx5SM3,,4,0.8737,difference_liveness
