track_preview_url_studio,album_name_live,combined,difference_instrumentalness,speechiness_studio,energy_studio,artist_name_live,livemarker.y,dance_live,instrumentalness_live,difference_tempo,difference_valence,is_contained,livemarker.x,studio_art_large,cleaned,acousticness_studio,match,track_preview_url_live,difference_energy,track_id.x,live_art_large,energy_live,duration_live,track_id.y,artist_name_studio,dance_studio,difference_dance,difference_liveness,difference_speechiness,unique_studio_types,valence_studio,speechiness_live,difference_acousticness,track_name_short,track_name_studio,valence_live,tempo_live,duration_studio,acousticness_live,instrumentalness_studio,liveness_studio,difference_duration,album_name_studio,tempo_studio,popularity_index,track_name_live,liveness_live,track_key,song_count_x,song_count_y,difference_overall,key_variable
https://p.scdn.co/mp3-preview/1e061b788380866b4921318a7b44269fd93731ba?cid=57a57fe2e5b44b2bab703613bb86725e,Live Rust,Neil YoungLike a Hurricane - Unplugged,0.123,0.045700000000000005,0.297,Neil Young,live,0.323,0.247,24.861,0.31970000000000004,True,studio,https://i.scdn.co/image/ab67616d0000b27373bdda0ed1f1ed6e42e284df,neilyoung,0.9,1,https://p.scdn.co/mp3-preview/bd98b70fe5b5b23bf88db541ab404a059284831e?cid=57a57fe2e5b44b2bab703613bb86725e,0.5,5KEx9xt3yLHGwZKbai8tcw,https://i.scdn.co/image/ab67616d0000b273377767aca1cb76fcea1ac19d,0.797,468438,0Fn2gODioyQgOW9mh55aw1,Neil Young,0.177,0.146,-0.031,0.020800000000000003,3,0.09430000000000001,0.0665,-0.8018000000000001,likeahurricane,Like a Hurricane - Unplugged,0.41400000000000003,116.877,284306,0.09820000000000001,0.124,0.747,184132,Unplugged,92.016,34.0,Like a Hurricane - Live; 2016 Remaster,0.716,5KEx9xt3yLHGwZKbai8tcw0Fn2gODioyQgOW9mh55aw1,,86,1.9423,difference_energy
